Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
39	33	15	7	6	rasmussen-25967	Rasmussen	2016-09-29	2016-10-03	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
37	44		9	9	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1239	3.2	Internet	Nonpartisan	None
7	84		5	5	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
74	11		8	7	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
29	16		29	25	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
36	42	8	5	8	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1239	3.2	Internet	Nonpartisan	None
7	81	3	5	5	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
72	9	8	4	6	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
28	17	27	12	16	ipsos-reuters-25960	Ipsos/Reuters	2016-09-29	2016-10-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
49	47		4		upi-cvoter-26003	UPI/CVOTER	2016-09-27	2016-10-03		Likely Voters	1275	3	Internet	Nonpartisan	None
39	44	6	2	10	lucid-the-times-picayune-26457	Lucid/The Times-Picayune	2016-09-30	2016-10-02		Likely Voters	480		Internet	Nonpartisan	None
39	46			16	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters	1778	2	Internet	Nonpartisan	None
9	85			6	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - Democrat	711		Internet	Nonpartisan	None
80	8			12	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - Republican	552		Internet	Nonpartisan	None
36	32			32	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - independent	515		Internet	Nonpartisan	None
36	42	9	3	10	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters	1778	2	Internet	Nonpartisan	None
9	81	4	2	4	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters - Democrat	711		Internet	Nonpartisan	None
77	7	7	1	8	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters - Republican	552		Internet	Nonpartisan	None
30	25	19	7	19	morning-consult-25827	Morning Consult	2016-09-30	2016-10-02	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?	Likely Voters - independent	515		Internet	Nonpartisan	None
41	47	3	4	5	public-religion-research-institute-the-atlantic-25980	Public Religion Research Institute/The Atlantic	2016-09-28	2016-10-02		Likely Voters	609		Live Phone	Nonpartisan	None
40	43	8	4	5	rasmussen-25966	Rasmussen	2016-09-28	2016-10-02	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
9	80	4	2	3	rasmussen-25966	Rasmussen	2016-09-28	2016-10-02	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
78	11	6	1	4	rasmussen-25966	Rasmussen	2016-09-28	2016-10-02	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
38	32	15	8	8	rasmussen-25966	Rasmussen	2016-09-28	2016-10-02	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
40	50		5	6	fairleigh-dickinson-ssrs-25961	Fairleigh Dickinson/SSRS	2016-09-28	2016-10-02	If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters	788	4.4	Live Phone	Nonpartisan	None
6	92		0	3	fairleigh-dickinson-ssrs-25961	Fairleigh Dickinson/SSRS	2016-09-28	2016-10-02	If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - Democrat		6.6	Live Phone	Nonpartisan	None
80	9		5	8	fairleigh-dickinson-ssrs-25961	Fairleigh Dickinson/SSRS	2016-09-28	2016-10-02	If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - Republican		5.7	Live Phone	Nonpartisan	None
40	44		8	7	fairleigh-dickinson-ssrs-25961	Fairleigh Dickinson/SSRS	2016-09-28	2016-10-02	If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Likely Voters - independent		6.2	Live Phone	Nonpartisan	None
36	45	11	4	4	fairleigh-dickinson-ssrs-25961	Fairleigh Dickinson/SSRS	2016-09-28	2016-10-02		Likely Voters	385	5	Live Phone	Nonpartisan	None
43	49		4	5	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters	1217	4	Live Phone	Nonpartisan	None
5	91		2	3	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters - Democrat			Live Phone	Nonpartisan	None
88	7		3	3	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters - Republican			Live Phone	Nonpartisan	None
43	41		8	8	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters - independent			Live Phone	Nonpartisan	None
41	45	8	4	3	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters	1217	4	Live Phone	Nonpartisan	None
5	86	4	2	4	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters - Democrat			Live Phone	Nonpartisan	None
84	6	7	0	2	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters - Republican			Live Phone	Nonpartisan	None
39	35	13	7	5	cbs-times-25894	CBS/Times	2016-09-28	2016-10-02		Likely Voters - independent			Live Phone	Nonpartisan	None
42	47	7	2	2	cnn-25876	CNN	2016-09-28	2016-10-02	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	1213	3	Live Phone	Nonpartisan	None
5	91	3	1	1	cnn-25876	CNN	2016-09-28	2016-10-02	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters - Democrat		4.5	Live Phone	Nonpartisan	None
87	7	5	1	1	cnn-25876	CNN	2016-09-28	2016-10-02	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters - Republican		5	Live Phone	Nonpartisan	None
37	44	13	3	3	cnn-25876	CNN	2016-09-28	2016-10-02	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters - independent		5	Live Phone	Nonpartisan	None
45	51		4	0	cnn-25876	CNN	2016-09-28	2016-10-02	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump and as the Republican Party’s candidate. Who would you be more likely to vote for?	Likely Voters	1213	3	Live Phone	Nonpartisan	None
5	94		1	0	cnn-25876	CNN	2016-09-28	2016-10-02	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump and as the Republican Party’s candidate. Who would you be more likely to vote for?	Likely Voters - Democrat		4.5	Live Phone	Nonpartisan	None
89	9		2	1	cnn-25876	CNN	2016-09-28	2016-10-02	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump and as the Republican Party’s candidate. Who would you be more likely to vote for?	Likely Voters - Republican		5	Live Phone	Nonpartisan	None
42	51		7	0	cnn-25876	CNN	2016-09-28	2016-10-02	Now suppose that the presidential candidates on the ballot in your state included only Hillary Clinton as the Democratic Party’s candidate and Donald Trump and as the Republican Party’s candidate. Who would you be more likely to vote for?	Likely Voters - independent		5	Live Phone	Nonpartisan	None
44	50			6	nbc-surveymonkey-25895	NBC/SurveyMonkey	2016-09-26	2016-10-02	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Likely Voters	26925	1	Internet	Nonpartisan	None
40	46	9	3	2	nbc-surveymonkey-25895	NBC/SurveyMonkey	2016-09-26	2016-10-02	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Likely Voters	26925	1	Internet	Nonpartisan	None
49	47		4		upi-cvoter-25834	UPI/CVOTER	2016-09-26	2016-10-02		Likely Voters	1285	3	Internet	Nonpartisan	None
37	45	6	2	9	lucid-the-times-picayune-26456	Lucid/The Times-Picayune	2016-09-29	2016-10-01		Likely Voters	597		Internet	Nonpartisan	None
49	48		3		upi-cvoter-25833	UPI/CVOTER	2016-09-25	2016-10-01		Likely Voters	1288	3	Internet	Nonpartisan	None
36	46	7	2	10	lucid-the-times-picayune-26455	Lucid/The Times-Picayune	2016-09-28	2016-09-30		Likely Voters	384		Internet	Nonpartisan	None
49	48		3		upi-cvoter-25832	UPI/CVOTER	2016-09-24	2016-09-30		Likely Voters	1223	3	Internet	Nonpartisan	None
35	45	8	2	10	lucid-the-times-picayune-26454	Lucid/The Times-Picayune	2016-09-27	2016-09-29		Likely Voters	447		Internet	Nonpartisan	None
42	43	6	4	6	rasmussen-25830	Rasmussen	2016-09-27	2016-09-29	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
9	81	3	2	5	rasmussen-25830	Rasmussen	2016-09-27	2016-09-29	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
80	12	5	0	3	rasmussen-25830	Rasmussen	2016-09-27	2016-09-29	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
40	28	13	9	9	rasmussen-25830	Rasmussen	2016-09-27	2016-09-29	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
40	43	8	5	3	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters	911	3	Live Phone	Nonpartisan	None
3	83	5	6	3	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters - Democrat		5	Live Phone	Nonpartisan	None
81	7	5	2	4	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters - Republican		5	Live Phone	Nonpartisan	None
41	29	21	8	2	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters - independent		7	Live Phone	Nonpartisan	None
44	49		2	6	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters	911	3	Live Phone	Nonpartisan	None
4	92		0	3	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters - Democrat		5	Live Phone	Nonpartisan	None
87	9		0	3	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters - Republican		5	Live Phone	Nonpartisan	None
45	34		7	13	fox-25819	FOX	2016-09-27	2016-09-29		Likely Voters - independent		7	Live Phone	Nonpartisan	None
49	47		3		upi-cvoter-25825	UPI/CVOTER	2016-09-23	2016-09-29		Likely Voters	1236	3	Internet	Nonpartisan	None
40	44	6	3	6	ppp-d-25804	PPP (D)	2016-09-27	2016-09-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, Green Party candidate Jill Stein, and independent Evan McMullin. If the election was today, who would you vote for?	Likely Voters	933	3.2	IVR/Online	Pollster	Dem
11	78	4	2	5	ppp-d-25804	PPP (D)	2016-09-27	2016-09-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, Green Party candidate Jill Stein, and independent Evan McMullin. If the election was today, who would you vote for?	Likely Voters - Democrat			IVR/Online	Pollster	Dem
